-0.205137,-0.105514,0.748047
-0.132356,-0.191959,0.746872
-0.121365,-0.123298,0.783981
-0.063406,-0.205762,0.791946
-0.092916,-0.167150,0.845535
-0.121283,-0.129528,0.824722
-0.170373,-0.236739,0.809555
-0.131266,-0.169525,0.767090
-0.127002,-0.099081,0.768066
-0.100631,-0.195852,0.750275
-0.091047,-0.187962,0.835098
-0.152372,-0.073645,0.790451
-0.156533,-0.189079,0.741394
-0.139641,-0.155619,0.757584
-0.130067,-0.098684,0.797592
-0.160906,-0.213878,0.781342
-0.131547,-0.182121,0.865158
-0.190485,-0.114683,0.838928
-0.131520,-0.234947,0.786469
-0.124475,-0.187326,0.792923
-0.133039,-0.106155,0.798019
-0.145769,-0.196503,0.825912
-0.180321,-0.141024,0.787750
-0.134467,-0.246868,0.796234
-0.113778,-0.243305,0.790833
-0.087129,-0.148981,0.826996
-0.087306,-0.233263,0.855972
-0.059908,-0.221980,0.838638
-0.064271,-0.145344,0.898834
-0.066148,-0.186612,0.864136
-0.095791,-0.152373,0.821564
-0.123043,-0.032839,0.796646
-0.107618,-0.173312,0.807877
-0.127337,-0.166841,0.795074
-0.102451,-0.134159,0.846176
-0.139372,-0.167637,0.808350
-0.125436,-0.211499,0.764618
-0.120472,-0.074494,0.763855
-0.078691,-0.204473,0.808899
-0.131006,-0.141113,0.814163
-0.113883,-0.230567,0.864029
-0.131238,-0.197046,0.811554
-0.150088,-0.065540,0.752106
-0.120658,-0.148416,0.823685
-0.125834,-0.135943,0.788513
-0.112007,-0.089946,0.771957
-0.130437,-0.274059,0.877502
-0.181222,-0.182704,0.867889
-0.134308,-0.141562,0.767059
-0.159486,-0.244827,0.811523
-0.119100,-0.190799,0.743973
-0.108416,-0.121971,0.821320
-0.098978,-0.341690,0.884109
-0.126625,-0.173077,0.841049
-0.142119,-0.099622,0.786987
-0.132338,-0.196640,0.796356
-0.124220,-0.103364,0.748276
-0.104853,-0.227354,0.795486
-0.138454,-0.216609,0.820358
-0.084408,-0.176568,0.785446
-0.048094,-0.264924,0.837723
-0.103217,-0.217946,0.917236
-0.082277,-0.109284,0.832520
-0.084267,-0.172313,0.822983
-0.066533,-0.196979,0.820145
-0.155392,-0.153227,0.760712
-0.169299,-0.205862,0.754166
-0.151385,-0.177606,0.789169
-0.126525,-0.119511,0.794937
-0.164741,-0.209442,0.789413
-0.154056,-0.140152,0.821548
-0.159893,-0.126759,0.799988
-0.198058,-0.221492,0.804199
-0.133762,-0.150384,0.832367
-0.121686,-0.206209,0.779175
-0.137886,-0.099077,0.774139
-0.149065,-0.102269,0.802094
-0.145655,-0.182130,0.792725
-0.141892,-0.182002,0.785324
-0.082405,-0.120434,0.818130
-0.105741,-0.240157,0.783966
-0.135141,-0.142100,0.806335
-0.140692,-0.128307,0.773895
-0.121965,-0.192491,0.815704
-0.100056,-0.171923,0.773239
-0.113256,-0.101005,0.835083
-0.117113,-0.180331,0.826843
-0.118433,-0.135766,0.822632
-0.136407,-0.093119,0.810043
-0.097825,-0.186432,0.772934
-0.066341,-0.188537,0.816345
-0.067669,-0.082376,0.802795
-0.106337,-0.236432,0.819733
-0.104600,-0.171439,0.778671
-0.142584,-0.247227,0.788239
-0.139206,-0.193016,0.759949
-0.109594,-0.197974,0.768967
-0.078863,-0.262038,0.837936
-0.094244,-0.147677,0.807800
-0.179467,-0.094488,0.788086
-0.102262,-0.210528,0.806488
-0.119457,-0.198531,0.791870
-0.120037,-0.117866,0.775787
-0.158994,-0.242633,0.803085
-0.150548,-0.131071,0.750763
-0.173502,-0.019664,0.763275
-0.191060,-0.153405,0.723236
-0.143279,-0.172685,0.733978
-0.153117,-0.112415,0.785553
-0.178267,-0.197040,0.741104
-0.159091,-0.170940,0.744843
-0.115202,-0.232682,0.834869
-0.059191,-0.188531,0.863083
-0.137411,-0.138223,0.800354
-0.149747,-0.187243,0.786682
-0.101087,-0.179892,0.825165
-0.162819,-0.147499,0.802277
-0.160795,-0.225789,0.816055
-0.144735,-0.215741,0.811676
-0.069359,-0.174748,0.813538
-0.058549,-0.384187,0.894287
-0.112068,-0.134535,0.817780
-0.124534,-0.101797,0.808029
-0.141380,-0.178212,0.843994
-0.130610,-0.157631,0.771912
-0.134124,-0.101858,0.785645
-0.142191,-0.194117,0.805923
-0.100925,-0.174837,0.770294
-0.120644,-0.221397,0.821991
-0.083195,-0.188799,0.843155
-0.087817,-0.126466,0.855087
-0.097556,-0.251477,0.840103
-0.111527,-0.370042,0.859177
-0.072441,-0.120988,0.794235
-0.119077,-0.226555,0.796860
-0.125755,-0.190007,0.794571
-0.090766,-0.154079,0.775894
-0.119293,-0.242410,0.830933
-0.121745,-0.185923,0.827774
-0.086787,-0.093561,0.807495
-0.102253,-0.199114,0.824081
-0.112300,-0.146279,0.862244
-0.174881,-0.089096,0.841415
-0.157471,-0.152856,0.805420
-0.146427,-0.174010,0.796280
-0.121796,-0.046001,0.793091
-0.125462,-0.197231,0.764084
-0.096297,-0.180127,0.786896
-0.106670,-0.284919,0.784363
-0.077287,-0.200375,0.823929
-0.080891,-0.150109,0.846573
-0.173097,-0.176790,0.801697
-0.111302,-0.120506,0.836380
-0.069326,-0.113770,0.852249
-0.118128,-0.188622,0.788605
-0.100020,-0.217196,0.799408
-0.118849,-0.129000,0.804855
-0.106494,-0.238705,0.791428
-0.123329,-0.195160,0.794724
-0.137660,-0.075593,0.801758
-0.142361,-0.190418,0.788422
-0.140897,-0.113278,0.803284
-0.129987,-0.057772,0.762787
-0.143016,-0.162238,0.790619
-0.092463,-0.139455,0.789688
-0.123950,-0.202347,0.816071
-0.107869,-0.161210,0.762848
-0.090240,-0.141749,0.820343
-0.068936,-0.242625,0.863968
-0.076361,-0.187570,0.830093
-0.095256,-0.172974,0.864487
-0.124510,-0.247454,0.835663
-0.098182,-0.207503,0.816101
-0.060836,-0.133221,0.867508
-0.054734,-0.236700,0.894012
-0.133396,-0.192286,0.833206
-0.107532,-0.059760,0.836884
-0.125194,-0.201334,0.827774
-0.138520,-0.126828,0.763382
-0.123184,-0.040580,0.761154
-0.073106,-0.147674,0.787323
-0.041837,-0.167447,0.788025
-0.091655,-0.189738,0.842621
-0.133879,-0.136786,0.821854
-0.131995,-0.112917,0.772415
-0.103586,-0.229622,0.824783
-0.096126,-0.154503,0.800293
-0.091263,-0.138928,0.835907
-0.142454,-0.240120,0.894608
-0.105015,-0.197506,0.837936
-0.082063,-0.099024,0.787964
-0.062533,-0.221486,0.879700
-0.096924,-0.167150,0.862381
-0.114859,-0.107606,0.831299
-0.076062,-0.169746,0.849915
-0.132337,-0.231443,0.855194
-0.107782,-0.132450,0.828064
-0.088038,-0.246822,0.820694
-0.132495,-0.175210,0.788361
-0.143891,-0.253104,0.821320
-0.196300,-0.154172,0.832169
-0.211129,-0.137164,0.749741
-0.192625,-0.238914,0.779968
-0.155433,-0.141449,0.817841
-0.129685,-0.036277,0.780792
-0.072313,-0.199653,0.754227
-0.075236,-0.146782,0.840454
-0.100815,-0.032358,0.833115
-0.088832,-0.164321,0.819046
-0.080557,-0.304082,0.889603
-0.098812,-0.117595,0.788910
-0.119289,-0.221867,0.794769
-0.088345,-0.184634,0.809372
-0.063195,-0.136619,0.828720
-0.078724,-0.166536,0.827759
-0.167924,-0.157102,0.823547
-0.149570,-0.371585,0.759872
-0.107713,-0.161278,0.804886
-0.083644,-0.103038,0.858826
-0.089198,-0.187398,0.844452
-0.129402,-0.154822,0.843002
-0.129879,-0.107794,0.836502
-0.177197,-0.215768,0.795151
-0.147286,-0.180086,0.782394
-0.118117,-0.120433,0.792908
-0.044096,-0.197992,0.741714
-0.074558,-0.186689,0.814636
-0.127707,-0.098481,0.853790
-0.186529,-0.213330,0.794006
-0.134972,-0.176834,0.822632
-0.155603,-0.087152,0.781830
-0.152802,-0.218233,0.795532
-0.131436,-0.355307,0.817184
-0.121100,-0.143307,0.834320
-0.140052,-0.167662,0.819519
-0.108876,-0.107288,0.803650
-0.120185,-0.189557,0.812683
-0.170367,-0.171262,0.749573
-0.109428,-0.144165,0.774567
-0.146811,-0.180027,0.802994
-0.136129,-0.134316,0.803757
-0.147537,-0.092603,0.797729
-0.067083,-0.235845,0.859680
-0.102740,-0.192222,0.864319
-0.095037,-0.101019,0.944305
-0.095605,-0.217714,0.876938
-0.135660,-0.170021,0.825043
-0.097458,-0.191566,0.847519
-0.095091,-0.202063,0.820938
-0.052123,-0.191817,0.858871
-0.108564,-0.065207,0.883041
-0.116223,-0.153587,0.853256
-0.099738,-0.146277,0.812271
-0.134178,-0.231739,0.813843
-0.115220,-0.174120,0.793884
-0.130490,-0.125239,0.842804
-0.126281,-0.213273,0.850983
-0.142743,-0.177753,0.857834
-0.152489,-0.163645,0.750504
-0.168594,-0.245511,0.830963
-0.127875,-0.176004,0.781464
-0.148333,-0.262169,0.740479
-0.168727,-0.234294,0.772919
-0.166176,-0.181604,0.759613
-0.116227,-0.064962,0.735413
-0.139603,-0.191811,0.819458
-0.126769,-0.132408,0.801788
-0.111118,-0.071093,0.816025
-0.143428,-0.256767,0.901276
-0.151057,-0.176681,0.879608
-0.145845,-0.214038,0.823761
-0.092592,-0.204595,0.848633
-0.100234,-0.157152,0.857269
-0.086323,-0.221277,0.783600
-0.164089,-0.324950,0.839722
-0.149662,-0.250660,0.840668
-0.148936,-0.183071,0.798401
-0.147370,-0.164623,0.818283
-0.106982,-0.128146,0.774612
-0.136829,-0.235651,0.771500
-0.143996,-0.139970,0.835815
-0.092600,-0.059312,0.766815
-0.148430,-0.325808,0.810242
-0.113473,-0.217167,0.780457
-0.110298,-0.157360,0.765503
-0.118989,-0.193432,0.803253
-0.111176,-0.223934,0.821442
-0.081473,-0.213139,0.841888
-0.075981,-0.158059,0.837601
-0.099527,-0.163153,0.797546
-0.119840,-0.210133,0.789642
-0.141839,-0.217093,0.755173
-0.130678,-0.119287,0.789871
-0.087262,-0.263740,0.797852
-0.114884,-0.184607,0.812744
-0.079260,-0.127067,0.803711
-0.062415,-0.191739,0.786301
-0.112463,-0.180895,0.794418
-0.134417,-0.071875,0.830429
-0.089936,-0.226100,0.801270
-0.091380,-0.239222,0.746017
-0.130741,-0.184178,0.794250
-0.062296,-0.300279,0.846558
-0.075543,-0.294741,0.916916
-0.078537,-0.314184,0.891876
-0.106557,-0.287706,0.885895
-0.094740,-0.212599,0.878967
-0.125365,-0.268247,0.819000
-0.137984,-0.145706,0.795639
-0.119480,-0.116211,0.801514
-0.150381,-0.235316,0.792267
-0.172080,-0.179657,0.713318
-0.143184,-0.117421,0.768509
-0.064497,-0.286050,0.827789
-0.079249,-0.228627,0.807480
-0.136814,-0.123233,0.848297
-0.152587,-0.245210,0.843872
-0.162259,-0.185879,0.791321
-0.121882,-0.048859,0.784393
-0.094768,-0.150311,0.819336
-0.109303,-0.102663,0.790741
-0.088857,-0.029565,0.856476
-0.114534,-0.193419,0.867661
-0.147334,-0.188434,0.830078
-0.153691,-0.231475,0.824463
-0.158826,-0.181242,0.777283
-0.118711,-0.141051,0.743347
-0.112490,-0.193251,0.834686
-0.147349,-0.150414,0.815857
-0.156824,-0.086818,0.793411
-0.096341,-0.175432,0.803085
-0.119251,-0.147731,0.796021
-0.104909,-0.114994,0.837799
-0.101858,-0.226420,0.809341
-0.178720,-0.185615,0.830780
-0.130496,-0.110064,0.770294
-0.137065,-0.129283,0.848907
-0.152343,-0.108534,0.791077
-0.144846,-0.137692,0.794708
-0.110378,-0.201562,0.791687
-0.113738,-0.099693,0.801300
-0.101130,-0.182444,0.790085
-0.097537,-0.113904,0.849167
-0.105229,-0.065395,0.821854
-0.105390,-0.194111,0.865189
-0.094275,-0.179933,0.868622
-0.153634,-0.137735,0.807663
-0.174022,-0.187664,0.834885
-0.143203,-0.132277,0.751099
-0.148898,-0.213492,0.784622
-0.214953,-0.280120,0.815796
-0.184214,-0.216828,0.790787
-0.168799,-0.158434,0.777863
